,acc,ch1,ch2,ch3,ch4,ch5
0,0.27865143048343094,0.3763430000000003,0.6305000000000005,0.0,0.30302799999999985,0.0
1,0.36072607321182026,0.42033100000000045,1.0068430000000004,0.0,0.5083080000000004,0.0
2,0.4268540877929713,0.4545470000000007,0.9335279999999999,0.0,0.45454800000000084,0.0
3,0.35258975308319085,0.4203330000000003,1.1436940000000004,0.0,0.4398840000000006,0.0
4,0.28931937654159545,0.36168200000000006,0.7380250000000004,0.0,0.420331,0.0
5,0.3365243634336419,0.42521900000000024,0.8064519999999988,0.0,0.4887590000000004,0.0
6,0.28439438235071907,0.3225800000000012,0.6304980000000002,0.0,0.5669590000000007,0.0
7,0.35114747280701925,0.37145600000000023,0.6158360000000003,0.0,0.46921100000000004,0.0
8,0.2624198794461572,0.27859199999999973,0.5718470000000009,0.0,0.5083080000000009,0.0
9,0.20653799419087654,0.2883659999999999,0.5376329999999996,0.0,0.7869009999999999,0.0
10,0.3501244000254254,0.25415399999999977,0.9042030000000008,0.034212000000000575,0.6304989999999999,0.0
11,0.3689707365959163,0.2737029999999998,0.47898399999999963,0.009775999999999563,0.46920600000000023,0.0
12,0.1613094970954384,0.37634500000000015,0.8113389999999998,0.004887999999999781,0.3470200000000001,0.0
13,0.36971818937574497,0.3225800000000003,0.5620729999999994,0.009775999999999563,0.45943300000000065,0.0
14,0.19311943048343083,0.23949099999999968,0.5083080000000009,0.009775999999999563,0.62561,0.0
15,0.24264859916998585,0.23949199999999893,0.5229720000000007,0.009775999999999563,0.5767370000000005,0.0
16,0.30831234397292284,0.2541549999999999,0.49364700000000017,0.004887999999999781,0.6695980000000006,0.0
17,0.26462510207454765,0.27859199999999973,0.5620730000000003,0.009775999999999563,0.4838699999999996,0.0
18,0.18162153272708476,0.2737040000000004,0.5278590000000003,0.009775999999999563,0.2981439999999993,0.0
19,0.35335269543540976,0.14662599999999948,0.21994200000000053,0.004887999999999781,0.21016600000000052,0.0
20,0.17298210207454756,0.24438000000000004,0.4838719999999994,0.009775999999999563,0.30302900000000044,0.0
