,time,state,acc,ch1,ch2,ch3,ch4,ch5
23,23,a,0.2258716531118215,0.10752900000000044,0.25415399999999977,0.0,0.1368539999999996,0.0
24,24,a,0.2765559815207048,0.03910199999999886,0.07819900000000057,0.0,0.029326999999998993,0.0
25,25,a,0.2407324970954387,0.02443999999999891,0.043987000000000435,0.0,0.029325999999999294,0.0
26,26,a,0.2587723765415954,0.06354099999999853,0.2639310000000004,0.0,0.2150539999999994,0.0
27,27,a,0.318792144398136,0.19550400000000007,0.7722390000000003,0.0,0.6842629999999996,0.0
28,28,a,0.3125715147701451,0.3372430000000004,0.8602160000000003,0.0,0.4398830000000005,0.0
29,30,b,0.35858448378978386,0.5962859999999996,0.7282510000000002,0.08308900000000019,0.2003900000000005,0.0
30,31,b,0.3211837587426993,0.16128900000000046,0.6256109999999997,0.1906150000000002,0.21016599999999966,0.0
31,32,b,0.8133011789794553,0.08309000000000033,0.3030320000000009,0.004887999999999781,0.058651000000000675,0.0
32,33,b,0.4427330779713865,0.0635380000000012,0.24438100000000015,0.009775999999999565,0.029324000000000794,0.0
33,34,b,0.2960721282163948,0.03909999999999991,0.1759520000000001,0.009775999999999565,0.014663999999999344,0.0
34,35,b,0.4476000186739109,0.0977509999999997,0.2101649999999995,0.009775999999999565,0.009775999999999565,0.0
35,36,b,0.4143905823527621,0.09775300000000132,0.21994099999999994,0.004887999999999781,0.009775999999999565,0.0
36,37,b,0.29969338854465577,0.05376200000000075,0.21505199999999916,0.009775999999999565,0.014663000000000091,0.0
37,38,b,0.3186738248974337,0.06353800000000033,0.18572700000000086,0.009775999999999565,0.048873000000001283,0.0
38,39,b,0.2558469758806877,0.05865099999999979,0.17106500000000002,0.004887999999999781,0.058651000000000675,0.06353800000000033
39,40,b,0.26398449128631485,0.034212000000000575,0.18084000000000036,0.009775999999999565,0.11730400000000075,0.07820000000000027
40,41,b,0.2771644541363673,0.07331400000000032,0.22971499999999925,0.004887999999999781,0.1955029999999991,0.14662699999999962
41,42,b,0.31935039952742034,0.05865000000000097,0.15151599999999954,0.0,0.2639309999999995,0.2297180000000001
42,43,b,0.32304997588068746,0.03421199999999969,0.19061499999999976,0.0,0.21016599999999966,0.18572600000000028
43,44,b,0.2744981913677662,0.0537620000000012,0.14662900000000126,0.0,0.20527900000000046,0.18572899999999934
44,45,b,0.2762259450694328,0.03910099999999917,0.15640299999999965,0.0,0.22482799999999914,0.13196399999999864
45,46,b,0.3237597521158399,0.058649000000001277,0.12707800000000002,0.0,0.1564030000000005,0.024438000000000404
46,47,b,0.22894547878524926,0.043987000000000435,0.1368519999999993,0.0,0.1906149999999993,0.1319659999999998
47,48,b,0.2868269575704984,0.034212000000000575,0.16129000000000016,0.0,0.18084000000000036,0.0391000000000008
48,49,b,0.2619559758806876,0.15151500000000073,0.8699880000000002,0.04887599999999992,0.1368520000000002,0.1368510000000005
49,51,c,0.4526066904319683,0.2834800000000004,0.058651999999999475,0.5180850000000001,0.014663000000000091,0.009775999999999565
50,52,c,0.8741890694893715,0.21994099999999994,0.053765000000000285,0.6647120000000006,0.004887999999999781,0.009775999999999565
51,53,c,0.41982482753909145,0.171068,0.06353700000000195,0.5620710000000009,0.009775999999999565,0.009775999999999565
52,54,c,0.5091653558518929,0.2688190000000001,0.039100000000000364,0.679374999999999,0.009775999999999565,0.004887999999999781
53,55,c,0.32060047280701937,0.1710660000000006,0.0537639999999997,0.596286000000001,0.009775999999999565,0.009775999999999565
54,56,c,0.4695222219449941,0.16128899999999913,0.048874999999999336,0.6207249999999997,0.004887999999999781,0.009775999999999565
55,57,c,0.3362880732118204,0.1857280000000001,0.029325000000000486,0.5474099999999997,0.009775999999999565,0.009775999999999565
56,58,c,0.29633963303982064,0.12707800000000002,0.029325999999999294,0.5767350000000002,0.009775999999999565,0.004887999999999781
57,59,c,0.35233147861614306,0.13685100000000006,0.03909900000000155,0.4203300000000008,0.009775999999999565,0.009775999999999565
58,60,c,0.3195986850627921,0.17595399999999994,0.04887300000000172,0.4789839999999996,0.004887999999999781,0.004887999999999781
59,61,c,0.27769743511912603,0.2101649999999995,0.043989999999998634,0.4838720000000003,0.0,0.0
60,62,c,0.34370813130868755,0.1319659999999998,0.03421199999999969,0.3910070000000001,0.0,0.0
61,63,c,0.3973833858129855,0.07331400000000078,0.02443999999999891,0.4056710000000008,0.0,0.0
62,64,c,0.17699565311182136,0.07331400000000121,0.0537639999999997,0.7086999999999994,0.0,0.0
63,65,c,0.21574910207454767,0.09775300000000042,0.03910100000000005,0.5278579999999997,0.0,0.0
64,66,c,0.2472075452281504,0.08797799999999878,0.05865000000000097,0.3910070000000001,0.0,0.0
65,67,c,0.23342293338799275,0.03421200000000146,0.03421300000000027,0.08797700000000043,0.0,0.0
66,68,c,0.1771750000000003,0.04887599999999992,0.05865000000000009,0.04887599999999948,0.0,0.0
67,69,c,0.2964495933608623,0.03421399999999997,0.03910199999999886,0.04887499999999978,0.0,0.0
68,70,c,0.2807468794461571,0.07331500000000046,0.03421399999999908,0.2199399999999998,0.0,0.0
69,71,c,0.312860491286315,0.10264100000000063,0.03910299999999856,0.29814200000000035,0.0,0.0
70,72,c,0.2379818794461573,0.15640099999999846,0.04398899999999984,0.5180859999999998,0.0,0.014663999999999344
71,73,c,0.22366643048343104,0.25415600000000005,0.04398800000000014,0.6842629999999992,0.0,0.009775999999999565
72,74,c,0.337854685051978,0.3519040000000002,0.05865000000000097,1.148583,0.0,0.06353600000000137
73,75,c,0.34295398770124075,0.26392899999999964,0.05865000000000009,0.938416,0.0,0.024438000000000404
74,76,c,0.3507285744622902,0.21994099999999994,0.0537610000000015,0.7331369999999997,0.0,0.01955199999999913
75,77,c,0.3645247057709775,0.12219200000000095,0.0684240000000016,0.6891499999999997,0.0,0.024438000000000404
76,78,c,0.321784478616143,0.13685400000000092,0.053761000000001065,0.4447709999999998,0.0,0.014663999999999344
77,79,c,0.3321653041204645,0.09775400000000056,0.043986000000001635,0.5962840000000003,0.0,0.004887999999999781
78,80,c,0.2563108794461572,0.24437899999999946,0.06353700000000106,0.5913980000000016,0.0,0.009775999999999565
79,81,c,0.4020128946652025,0.1906149999999993,0.06353800000000033,0.6451620000000005,0.0,0.07331500000000091
80,82,c,0.28626993221456426,0.20527799999999985,0.03909900000000022,0.6060580000000004,0.0,0.048875000000000224
81,83,c,0.2426485991699859,0.1173030000000006,0.06842600000000054,0.3910070000000001,0.0,0.014663999999999344
82,84,c,0.3635027682279534,0.12219099999999995,0.05376200000000031,0.503422,0.0,0.014663999999999344
83,85,c,0.3273480835952521,0.17106600000000016,0.18084199999999973,0.6647109999999999,0.0,0.009775999999999565
84,87,d,0.2896172958402109,0.029325999999999738,0.024438000000000404,0.019550999999999874,0.21016799999999947,0.15640199999999949
85,88,d,1.1097869944000691,0.0684269999999998,0.029325999999999294,0.009775999999999565,0.2639299999999993,0.4447709999999998
86,89,d,0.4387190251509117,0.039100000000000364,0.01954999999999973,0.009775999999999565,0.2297180000000005,0.4936450000000008
87,90,d,0.4267055399813293,0.04887400000000053,0.009775999999999565,0.009775999999999565,0.2394909999999997,0.4545460000000001
88,91,d,0.3834559480929341,0.039100000000000364,0.02443600000000101,0.004887999999999781,0.28347999999999995,0.5913970000000002
89,92,d,0.37905766741090297,0.04398800000000014,0.009775999999999565,0.009775999999999565,0.3176919999999992,0.5913980000000003
90,93,d,0.2336389597099157,0.029325999999999294,0.014663999999999344,0.009775999999999565,0.3861190000000003,0.366568
91,94,d,0.3538318082582925,0.08797799999999968,0.014661999999999953,0.009775999999999565,0.2688179999999991,0.43499500000000013
92,95,d,0.4876232453302826,0.03910000000000125,0.014662000000000841,0.004887999999999781,0.3812320000000011,0.6207249999999997
93,96,d,0.5628865925381376,0.04398600000000075,0.004887999999999781,0.009775999999999565,0.3616799999999998,0.5327459999999999
94,97,d,0.5397366438194154,0.04398799999999925,0.02443999999999891,0.0,0.43499500000000013,0.5962850000000004
95,98,d,0.29840653998132954,0.043985999999999865,0.004887999999999781,0.0,0.3421299999999996,0.488759
96,99,d,0.3486980474123355,0.04887400000000053,0.039098000000000084,0.0,0.25903899999999996,0.5718480000000001
97,100,d,0.5507658871529111,0.04887399999999964,0.009775999999999565,0.0,0.2590419999999991,0.5913959999999996
98,101,d,0.4842205128267215,0.029324000000000794,0.029326000000000182,0.0,0.32746600000000115,0.5278600000000004
99,102,d,0.3956728221806031,0.01954999999999973,0.014661999999999953,0.0,0.2541549999999999,0.5180839999999995
100,103,d,0.3069529597099161,0.04398800000000014,0.02443799999999952,0.0,0.3079179999999995,0.6940389999999996
101,104,d,0.5318759821160935,0.009775999999999565,0.009775999999999565,0.0,0.23948999999999954,0.7282510000000002
102,105,d,0.3915622190111071,0.05376499999999984,0.019550000000000626,0.0,0.0782020000000001,0.5376349999999999
103,107,e,0.7203372436729609,0.029326999999998993,0.01955099999999943,0.9921770000000004,0.3812309999999992,0.009775999999999565
104,108,e,1.331724630466203,0.03910100000000005,0.004887999999999781,0.5034229999999997,0.17106700000000075,0.004887999999999781
105,109,e,0.5075191325333468,0.009774999999999869,0.029326000000000182,0.4349929999999995,0.16128999999999927,0.009775999999999565
106,110,e,0.30495468234596146,0.01955199999999913,0.009775999999999565,0.4007829999999997,0.14663000000000134,0.009775999999999565
107,111,e,0.209200959709916,0.024438999999999652,0.019550000000000626,0.3470180000000003,0.16129099999999985,0.009775999999999565
108,112,e,0.2860893683825578,0.04887599999999992,0.009775999999999565,0.4594339999999994,0.1368529999999999,0.004887999999999781
109,113,e,0.2783220617844632,0.03909900000000111,0.014663999999999344,0.4985320000000009,0.1368519999999993,0.009775999999999565
110,114,e,0.2380754476794193,0.024438999999999208,0.02443799999999952,0.5571859999999997,0.15151399999999882,0.009775999999999565
111,115,e,0.2741291638590106,0.0537610000000015,0.039100000000000364,0.4936470000000006,0.10752800000000028,0.009775999999999565
112,116,e,0.2906392333832351,0.029326999999999437,0.039102999999999,0.5327460000000008,0.10263899999999948,0.0
113,117,e,0.3528909453377879,0.03421300000000072,0.029326999999999437,0.6109480000000005,0.1124170000000011,0.0
114,118,e,0.34508791941983163,0.058649000000001277,0.04398800000000014,0.7429130000000002,0.21016700000000066,0.0
115,119,e,0.22151813130868747,0.06353700000000106,0.02443999999999891,0.6011730000000011,0.2443800000000005,0.0
116,120,e,0.5118537887525726,0.03421300000000072,0.03910199999999975,0.5376349999999994,0.16618000000000066,0.0
117,121,e,0.36026544767941965,0.05376300000000045,0.02932799999999869,0.9384169999999998,0.14662900000000034,0.0
118,122,e,0.4655248409396846,0.06353700000000106,0.04887599999999903,0.9481910000000012,0.16618000000000066,0.0
119,123,e,0.2896637770551997,0.03910100000000005,0.03421599999999847,0.8846539999999989,0.1270790000000006,0.0
120,124,e,0.3306118465794241,0.048874999999999336,0.03421599999999847,0.9139799999999999,0.12707900000000014,0.0
121,125,e,0.2503096531118215,0.048876999999998734,0.04399199999999803,1.3000980000000002,0.11241500000000038,0.0
122,127,f,0.3621426587312434,0.03421599999999847,0.03910399999999825,0.04887500000000067,0.4838719999999999,0.0
123,128,f,1.1359484461569067,0.0537649999999994,0.02443999999999891,0.009775999999999565,0.43988299999999997,0.0
124,129,f,0.20562655103727384,0.03910099999999917,0.058653999999997986,0.004887999999999781,0.5327489999999989,0.0
125,130,f,0.4555180551018394,0.05865000000000009,0.014663999999999344,0.009775999999999565,0.8553260000000003,0.0
126,131,f,0.3215262041490949,0.03421599999999847,0.03910399999999825,0.009775999999999565,0.5034230000000006,0.0
127,132,f,0.2157491020745476,0.04398899999999895,0.02443999999999891,0.009775999999999565,0.7380250000000008,0.0
128,133,f,0.2723924086726424,0.04398899999999895,0.014663999999999344,0.004887999999999781,0.8308899999999992,0.0
129,134,f,0.28487020414909514,0.029326000000000182,0.03910399999999825,0.009775999999999565,0.6304969999999996,0.0
130,135,f,0.3832585984496091,0.04398600000000075,0.03910399999999825,0.009775999999999565,0.5816230000000009,0.0
131,136,f,0.3208462626173746,0.043987000000000887,0.03421599999999847,0.009775999999999565,0.43988400000000016,0.0
132,137,f,0.27596681734528405,0.039100999999999615,0.048877999999998416,0.0,0.4447700000000001,0.0
133,138,f,0.4137742788464663,0.039100000000000364,0.04398999999999953,0.0,0.43499400000000055,0.0
134,139,f,0.30040481734528424,0.04398799999999925,0.02932799999999869,0.0,0.28347999999999995,0.0
135,140,f,0.2503096531118214,0.03421399999999997,0.03910199999999886,0.0,0.19061700000000048,0.0
136,141,f,0.2014336531118212,0.029325999999999294,0.04887599999999992,0.0,0.14662599999999948,0.0
137,142,f,0.1668731020745474,0.019550000000000626,0.03421399999999997,0.0,0.23949200000000026,0.0
138,143,f,0.2538840617844632,0.04887500000000067,0.02443999999999891,0.0,0.4545470000000002,0.0
139,144,f,0.2646251020745479,0.019550999999999874,0.039100000000000364,0.0,0.3421320000000003,0.0
140,145,f,0.2538840617844633,0.029326000000000182,0.029324000000000794,0.0,0.1906159999999999,0.0
141,147,g,0.3138945777414238,0.009775999999999565,0.01954999999999973,0.0,0.024438999999999652,0.0
142,148,g,0.35899747069725263,0.01955199999999913,0.01955199999999913,0.0,0.004887999999999781,0.0
143,149,g,0.048875999999999996,0.01955199999999913,0.014663999999999344,0.0,0.009775999999999565,0.0
144,150,g,0.03456055103727375,0.009775999999999565,0.02443999999999891,0.0,0.009775999999999565,0.0
145,151,g,0.1668731020745476,0.009775999999999565,0.009775999999999565,0.0,0.004887999999999781,0.0
146,152,g,0.08465571527073654,0.014663999999999344,0.004887999999999781,0.0,0.009775999999999565,0.0
147,153,g,0.13231255103727396,0.02443999999999891,0.014663999999999344,0.0,0.009775999999999565,0.0
148,154,g,0.205626551037274,0.01955199999999913,0.004887999999999781,0.0,0.009775999999999565,0.0
149,155,g,0.17699565311182122,0.009775999999999565,0.014663000000000091,0.0,0.004887999999999781,0.0
150,156,g,0.14243510207454751,0.009775999999999565,0.024438999999999652,0.0,0.009775999999999565,0.0
151,157,g,0.16687310207454753,0.01955199999999913,0.014663999999999344,0.0,0.004887999999999781,0.0
152,158,g,0.2401871020745475,0.004887999999999781,0.009775999999999565,0.0,0.0,0.0
153,159,g,0.2258716531118212,0.01955199999999913,0.02932799999999869,0.0,0.0,0.0
154,160,g,0.15675055103727398,0.02932799999999869,0.009775999999999565,0.0,0.0,0.0
155,161,g,0.1323125510372739,0.02443999999999891,0.009775999999999565,0.0,0.0,0.0
156,162,g,0.16687310207454747,0.014662000000000841,0.014663999999999344,0.0,0.0,0.0
157,163,g,0.1466280000000001,0.01955199999999913,0.043989999999998634,0.0,0.0,0.0
158,164,g,0.2157491020745476,0.01955199999999913,0.009775999999999565,0.0,0.0,0.0
159,165,g,0.17683502923414005,0.04398999999999953,0.03909900000000066,0.0,0.5669600000000001,0.0
160,186,a,0.13933299419087652,0.591399,1.1534709999999997,0.0,0.654938,0.0
161,187,a,0.4895940235969383,0.22482900000000014,0.8162260000000003,0.0,0.5865090000000013,0.0
162,188,a,0.6779932551824871,0.3910079999999998,1.0166169999999992,0.0,0.581623,0.0
163,189,a,0.3522579877667649,0.5131970000000003,1.1534699999999989,0.0,0.8993159999999989,0.0
164,190,a,0.4410801959560251,0.41544599999999976,1.099706,0.0,0.5229720000000007,0.0
165,191,a,0.4504988659739693,0.3128070000000003,0.6402730000000005,0.0,0.6451600000000006,0.0
166,192,a,0.2697918128341497,0.2248269999999999,0.9530789999999998,0.0,0.7135880000000006,0.0
167,193,a,0.2643525394190268,0.2737050000000001,0.8015639999999995,0.0,0.5571839999999999,0.0
168,194,a,0.3175012361000658,0.24437899999999899,0.5962870000000007,0.0,0.6696000000000004,0.0
169,195,a,0.2607050365144649,0.3323559999999999,0.615835000000001,0.0,0.8308900000000006,0.0
170,196,a,0.2282253765415955,0.15640200000000035,0.366569000000001,0.0,0.6207239999999996,0.0
171,197,a,0.2297754304834308,0.13685100000000006,0.3567960000000001,0.0,0.7771260000000004,0.0
172,198,a,0.29574357446229005,0.2785930000000003,0.8553270000000001,0.0,0.8797649999999995,0.0
173,199,a,0.34320055604438143,0.2541540000000002,0.5669590000000002,0.0,0.5425220000000008,0.0
174,200,a,0.6750654082514127,0.2981419999999999,0.689149,0.0,0.7135880000000001,0.0
175,201,a,0.2817680962654241,0.20528000000000013,0.5180840000000004,0.0,0.7135880000000006,0.0
176,202,a,0.2737409941908766,0.2834810000000001,0.762464,0.0,0.6500500000000002,0.0
177,203,a,0.2603389883817531,0.32746799999999965,0.7771270000000001,0.0,0.7820150000000003,0.0
178,204,a,0.16377099419087648,0.293256,0.689149,0.0,0.7282509999999998,0.0
179,206,b,0.2566240773668521,0.2492670000000001,0.9824050000000004,0.10263800000000024,0.4887590000000004,0.0
180,207,b,1.1770095797982691,0.06353800000000076,0.4203309999999996,0.009775999999999565,0.7135880000000006,0.0
181,208,b,0.8004752333373256,0.06353800000000033,0.36656999999999984,0.009775999999999565,0.6109490000000002,0.0
182,209,b,0.36303180021995735,0.03421299999999938,0.3812310000000001,0.004887999999999781,0.5180840000000013,0.03421399999999997
183,210,b,0.2660364604750601,0.039100000000000364,0.3030290000000009,0.009775999999999565,0.6158360000000007,0.009775999999999565
184,211,b,0.260771970071564,0.029326000000000182,0.2737029999999998,0.009775999999999565,0.6060619999999997,0.014663999999999344
185,212,b,0.30999363934176066,0.03909900000000111,0.3421300000000005,0.009775999999999565,0.5767350000000002,0.05865000000000097
186,213,b,0.37793854229224266,0.04887599999999992,0.30302899999999955,0.004887999999999781,0.464318,0.08797699999999997
187,214,b,0.32380717305757706,0.04887500000000067,0.3274679999999988,0.009775999999999565,0.4692070000000004,0.06842500000000085
188,215,b,0.26742953211209675,0.048876000000000815,0.2737040000000004,0.009775999999999565,0.5083089999999997,0.11241499999999947
189,216,b,0.3168383827355323,0.01954999999999973,0.25415399999999977,0.004887999999999781,0.3861180000000002,0.14173999999999998
190,217,b,0.3600301913677661,0.048874000000001416,0.2590409999999985,0.0,0.5229720000000007,0.17106599999999927
191,218,b,0.3491131364371989,0.03909900000000022,0.2590410000000003,0.0,0.459432000000001,0.18572900000000025
192,219,b,0.4748599394227384,0.03909900000000111,0.26392899999999964,0.0,0.3861209999999997,0.06842800000000038
193,220,b,0.30428799419087665,0.03910000000000125,0.24926699999999924,0.0,0.41544500000000095,0.28347799999999923
194,221,b,0.3002289633796218,0.039100000000000364,0.2394909999999997,0.0,0.3323540000000005,0.332357
195,222,b,0.4194738478751587,0.039100000000000364,0.22482899999999928,0.0,0.630500000000001,0.3470199999999997
196,223,b,0.5043453381932362,0.029325999999999294,0.2541519999999986,0.0,0.3714579999999996,0.2688159999999997
197,224,b,0.358823736006268,0.03909900000000111,0.22482899999999928,0.0,0.2541530000000001,0.3176920000000001
198,226,c,0.32594645466593664,1.3098729999999992,1.0117299999999996,0.4496580000000003,0.5180860000000003,0.009775999999999565
199,227,c,1.089781689744764,0.6256110000000001,0.07331400000000032,0.43988400000000016,0.10752800000000028,0.009775999999999565
200,228,c,0.8519196318735135,0.679373,0.07331300000000017,0.32746799999999965,0.10752800000000028,0.004887999999999781
201,229,c,0.4840541580236027,0.1661769999999998,0.039100000000000364,0.6158349999999997,0.08797700000000086,0.009775999999999565
202,230,c,0.3862720728328069,0.13685199999999975,0.043986000000001635,0.5962840000000003,0.043987000000000435,0.009775999999999565
203,231,c,0.3639635313845498,0.19061499999999976,0.02443799999999952,0.645162,0.11730099999999945,0.009775999999999565
204,232,c,0.3104250715577283,0.05376399999999881,0.029325999999999294,0.7038130000000007,0.07820099999999996,0.004887999999999781
205,233,c,0.266447988381753,0.05865099999999979,0.029325999999999294,0.3323560000000003,0.0928640000000005,0.009775999999999565
206,234,c,0.2765539815207045,0.14173900000000028,0.03909900000000111,0.47409399999999996,0.1173030000000006,0.009775999999999565
207,235,c,0.2309759941908765,0.08308900000000062,0.014663000000000091,0.4936450000000008,0.07331500000000046,0.004887999999999781
208,236,c,0.2987359086802971,0.07820200000000055,0.039100000000000364,0.581623,0.03421300000000072,0.0
209,237,c,0.31888760833212504,0.07331200000000092,0.01955099999999943,0.5327489999999999,0.009775999999999565,0.0
210,238,c,0.28441619982056354,0.06353899999999958,0.03910100000000005,0.4496590000000005,0.004887999999999781,0.0
211,239,c,0.2688949275788691,0.04398800000000103,0.029325999999999294,0.5474100000000011,0.029325999999999294,0.0
212,240,c,0.24379205276840715,0.03421399999999908,0.029325000000000486,0.3861189999999993,0.039100000000000364,0.0
213,241,c,0.36007290452526525,0.08308900000000108,0.03421300000000027,0.347016,0.04398999999999953,0.0
214,242,c,0.3303052514118953,0.0537639999999997,0.014661999999999953,0.4594340000000003,0.004887999999999781,0.0
215,243,c,0.21938318796735368,0.06353800000000033,0.029323999999999906,0.4252210000000001,0.009775999999999565,0.0
216,244,c,0.2526633765415955,0.048873000000001283,0.01955199999999913,0.28347699999999953,0.009775999999999565,0.0
217,246,d,0.3135945875517389,0.2883680000000002,0.07820100000000085,0.2688190000000006,0.42033400000000004,0.0
218,247,d,0.7871048154325175,0.07820199999999923,0.039100000000000364,0.014662999999999647,0.10263900000000037,0.01954999999999973
219,248,d,0.5019967335471063,0.024438000000000404,0.029325999999999294,0.009775999999999565,0.23460200000000064,0.09775400000000012
220,249,d,0.4680230396055154,0.043986000000001635,0.029325999999999294,0.004887999999999781,0.268816999999999,0.024438000000000404
221,250,d,0.44183264931750604,0.029326000000000182,0.02932799999999869,0.009775999999999565,0.30302799999999985,0.05865300000000007
222,251,d,0.20562655103727376,0.04398800000000103,0.024437000000000708,0.009775999999999565,0.2834780000000001,0.014662999999999647
223,252,d,0.3264121872916822,0.029325999999999294,0.048875000000000224,0.009775999999999565,0.21016799999999947,0.009775999999999565
224,253,d,0.4447962388984797,0.01955199999999913,0.01954999999999973,0.004887999999999781,0.3714580000000001,0.2297170000000004
225,254,d,0.36688130037746897,0.02443999999999891,0.029326000000000182,0.009775999999999565,0.2688159999999997,0.1759529999999998
226,255,d,0.230064551037274,0.0293249999999996,0.01955199999999913,0.009775999999999565,0.3030310000000003,0.1808420000000006
227,256,d,0.1677351813714092,0.0537610000000015,0.014663999999999344,0.009775999999999565,0.3030299999999997,0.14663000000000093
228,257,d,0.3494771605428273,0.02443799999999952,0.029325999999999294,0.0,0.3323549999999997,0.15151599999999954
229,258,d,0.34003455103727376,0.01955199999999913,0.01955199999999913,0.0,0.2590409999999994,0.10752800000000072
230,259,d,0.3107237115801012,0.04887400000000053,0.029325999999999294,0.0,0.3225790000000006,0.04398800000000058
231,260,d,0.3315551360302109,0.029326000000000182,0.01955199999999913,0.0,0.52786,0.09286500000000064
232,261,d,0.2646251020745474,0.05865000000000097,0.02443799999999952,0.0,0.3616820000000001,0.06842700000000068
233,262,d,0.31593931268009645,0.04887400000000053,0.029326000000000182,0.0,0.41055699999999984,0.1759539999999995
234,263,d,0.19131110207454768,0.029324000000001682,0.02443999999999891,0.0,0.2688159999999997,0.09775300000000088
235,264,d,0.3033785510372737,0.05376200000000031,0.01955199999999913,0.0,0.41055600000000014,0.10752700000000016
236,266,e,0.2474686908719155,0.058650999999999336,0.01955199999999913,2.546433000000001,0.3372440000000001,0.08797699999999997
237,267,e,0.8217538581290625,0.048874000000000965,0.034212000000000575,2.556205,0.36656900000000014,0.004887999999999781
238,268,e,2.168638712120879,0.0537610000000015,0.01955199999999913,0.923753,0.15151599999999954,0.009775999999999565
239,269,e,0.6760923767300576,0.02443799999999952,0.034212000000000575,0.7575759999999998,0.19061499999999976,0.009775999999999565
240,270,e,0.22151813130868755,0.014663999999999344,0.01955199999999913,0.8113400000000013,0.19061500000000065,0.009775999999999565
241,271,e,0.21155620414909493,0.039100000000000364,0.034212000000000575,0.767351000000001,0.19061600000000034,0.004887999999999781
242,272,e,0.3567740051731474,0.01955199999999913,0.014663999999999344,0.8064519999999997,0.1173020000000009,0.009775999999999565
243,273,e,0.3566259778881113,0.034212000000000575,0.019550000000000626,0.8113419999999993,0.08797600000000161,0.009775999999999565
244,274,e,0.2157491020745474,0.009775999999999565,0.04398600000000075,0.7673500000000018,0.10752800000000028,0.009775999999999565
245,275,e,0.146628,0.024438000000000404,0.029324000000000794,1.0263920000000009,0.10752800000000072,0.004887999999999781
246,276,e,0.27832206178446345,0.014663999999999344,0.024438000000000404,0.8748789999999991,0.11241800000000124,0.004887999999999781
247,277,e,0.2258716531118213,0.019550000000000626,0.009775999999999565,0.982406,0.07331300000000107,0.0
248,278,e,0.2902822663080105,0.03421200000000146,0.014663999999999344,0.9433049999999996,0.09775300000000042,0.0
249,279,e,0.17464040867264224,0.009775999999999565,0.009775999999999565,1.163245,0.0830860000000011,0.0
250,280,e,0.13231255103727396,0.029324000000000794,0.014663999999999344,1.0459459999999994,0.08797600000000116,0.0
251,281,e,0.15675055103727398,0.014663999999999344,0.029324000000000794,0.9237560000000004,0.14174100000000056,0.0
252,282,e,0.1567505510372739,0.01955199999999913,0.014663999999999344,1.0019559999999998,0.14174100000000056,0.0
253,283,e,0.3353223354577823,0.02443799999999952,0.014663999999999344,0.8406650000000004,0.13685500000000062,0.0
254,284,e,0.33715998894405586,0.03421200000000146,0.01955199999999913,0.8993160000000002,0.2003899999999996,0.0
255,286,f,0.3841206777464707,0.043986000000001635,0.029325999999999294,1.0703810000000002,1.2854350000000003,0.0
256,287,f,0.1323125510372739,0.029325999999999294,0.019550000000000626,0.058650000000000535,1.9941350000000004,0.0
