,acc,ch1,ch2,ch3,ch4,ch5
199,0.0,2.5969,1.1878,0.15445000000000003,0.6333,0.639
200,0.0,1.28485,0.9937,0.12319999999999999,0.30400000000000005,0.7152499999999999
201,0.0,2.0053,1.3714000000000002,0.1796,0.3344,0.9894499999999999
202,0.0,1.9331500000000004,1.9049,0.3489,0.47209999999999996,0.7588
203,0.0,1.8783,1.4901999999999997,0.23395,0.6194,0.6515
204,0.0,1.5861500000000002,1.3019,0.26525,0.5179,0.4684499999999999
205,0.0,1.6929500000000002,1.12805,0.2006,0.4987999999999999,0.63815
206,0.0,1.7668499999999998,1.2785999999999997,0.20745,0.3451,0.6952499999999999
207,0.0,1.8492000000000002,1.5065499999999998,0.2544,0.33230000000000004,0.6291000000000001
208,0.0,2.3858499999999996,1.3320999999999996,0.30805,0.32245,0.6384000000000001
209,0.0,1.21975,1.0075,0.17605000000000004,0.18689999999999998,0.71495
210,0.0,1.4713500000000002,1.1957,0.12725,0.29775,0.37165000000000004
211,0.0,1.1695499999999999,0.8988,0.23740000000000003,0.29625,0.474
212,0.0,1.0358500000000002,0.99945,0.12755,0.41595000000000004,0.41775
213,0.0,1.6508,1.7220000000000002,0.1529,0.38535,0.7279500000000001
214,0.0,2.0842,1.3706,0.0998,0.20234999999999997,0.65055
215,0.0,1.67515,1.1011499999999999,0.37715,0.3613,0.9433499999999999
216,0.0,1.2666,1.14135,0.08195,0.3426,0.3974499999999999
217,0.0,1.2570000000000001,1.03025,0.15205,0.3457,0.60325
218,0.0,1.17375,1.0137,0.12155000000000002,0.17364999999999997,0.32559999999999995
219,0.0,1.6125,1.3469000000000002,0.19835,0.2346,0.43800000000000006
220,0.0,1.3618000000000001,1.1331,0.16430000000000003,0.2748,0.65435
221,0.0,1.3507,0.9592000000000002,0.25815,0.26795,0.6486999999999999
222,0.0,1.4244499999999998,1.2287000000000001,0.0867,0.3106,0.4146
223,0.0,1.5107,1.1368500000000001,0.14295,0.21625000000000003,0.3829
224,0.0,1.5239,1.2397,0.13315,0.1707,0.6047
225,0.0,1.8438499999999995,1.38065,0.1147,0.24675,0.6164
226,0.0,1.47645,1.2826,0.11965,0.31645000000000006,0.5354999999999999
227,0.0,1.0511,0.9532999999999999,0.15165,0.2014,0.57315
228,0.0,1.2111499999999997,1.92685,0.204,0.3978,0.8784500000000001
229,0.0,0.0721,0.0767,0.1589,0.6591,2.26105
230,0.0,0.025,0.013850000000000003,0.1087,0.20930000000000004,1.4896
231,0.0,0.01305,0.00635,0.08245,0.21070000000000003,1.3269000000000002
232,0.0,0.016550000000000002,0.00835,0.0737,0.1949,1.5124000000000002
233,0.0,0.030600000000000002,0.011550000000000001,0.10840000000000001,0.14899999999999997,1.32925
234,0.0,0.02655,0.0167,0.0845,0.27005,1.2932000000000001
235,0.0,0.0324,0.009649999999999999,0.0861,0.22040000000000004,1.1395499999999998
236,0.0,0.023899999999999994,0.008399999999999998,0.08580000000000002,0.24410000000000004,1.14655
237,0.0,0.016,0.0078000000000000005,0.13699999999999998,0.20835000000000004,1.7064500000000002
238,0.0,0.03560000000000001,0.015799999999999998,0.23770000000000002,0.25705,1.0453000000000001
239,0.0,0.1079,0.05845,0.31085,0.3174499999999999,2.1124500000000004
240,0.0,0.14494999999999997,0.07770000000000002,0.25894999999999996,5.25975,0.156
